,country3,region,subregion,place_name,station_name,notes,type,icao,lat,lon,elev
2298,USA,KY,Hancock County,Lewisport|Adair,Hancock Co-ron Lewis Field,,,KKY8,37.95319444,-86.85716667,125.3
2299,USA,KY,Fayette County,Lexington|Little Georgetown,Bluegrass,,,KLEX,38.03675,-84.608639,298.4
2300,USA,KY,Casey County,Liberty|Clementsville,Liberty-casey County,,,KI53,37.30855556,-85.05911111,317.0
2301,USA,KY,Laurel County,London-Corbin|Sublimity City,London-Corbin AP,,,KLOZ,37.086889,-84.077389,369.4
2302,USA,KY,Jefferson County,Louisville|Highland Park,Standiford Field,,,KSDF,38.174086,-85.7365,152.4
2303,USA,KY,Jefferson County,Louisville|Kingsley,Bowman Field AP,,,KLOU,38.227983,-85.66375,166.1
2304,USA,KY,Jefferson County,Louisville|Smyrna,WFO,,,KLMK,38.1167,-85.65,188.0
2305,USA,KY,Hopkins County,Madisonville|Anton,Madisonville Muni,,,K2I0,37.35593056,-87.39822222,133.8
2306,USA,KY,Crittenden County,Marion,Marion-crittenden County,,,K5M9,37.33627222,-88.109725,197.8
2307,USA,KY,Graves County,Mayfield,Mayfield Graves County,,,KM25,36.76962944,-88.58466839,159.1
2308,USA,KY,Bell County,Middlesboro|Stony Fork Junction,Middlesboro-Bell County AP,,,K1A6,36.6106375,-83.73741611,351.7
2309,USA,KY,Wayne County,Monticello,Wayne County AP,,,KEKQ,36.855278,-84.856139,293.2
2310,USA,KY,Fleming,Morehead,Morehead-rowan County Clyde A. Thomas Rgnl,ADD/20141229.,,KSYM,38.215,-83.587611,313.3
2311,USA,KY,Montgomery County,Mount Sterling|Reid Village,Mount Sterling-Montgomery County AP,,,KIOB,38.058139,-83.979583,310.6
2312,USA,KY,Calloway County,Murray|Penny,Kyle Oakley Field,,,KCEY,36.664581,-88.372775,175.9
2313,USA,KY,Carter County,Olive Hill|Ross,Olive Hill-sellers' Field,,,K2I2,38.2536925,-83.1429525,313.9
2314,USA,KY,Daviess County,Owensboro|Rome,Daviess County Regional AP,,,KOWB,37.738833,-87.166828,124.1
2315,USA,KY,McCracken County,Paducah|Future City,Barkley Regional AP | Barkley Field | McCracken County AP,,,KPAH,37.060289,-88.772958,125.0
2316,USA,KY,Pike County,Pikeville|Blair Town,Pike County AP & Hatcher Field,,,KPBX,37.561811,-82.566433,448.1
2317,USA,KY,McCreary County,Pine Knot|Gilreath,Mc Creary County,,,K18I,36.69533333,-84.39144444,417.6
2318,USA,KY,Martin,Prestonsburg,Big Sandy Rgnl,ADD/20141229.,,KSJS,37.751028,-82.636694,372.2
2319,USA,KY,Johnson County,Prestonsburg|Odds,Big Sandy Rgnl,,,KK22,37.75102778,-82.63669444,372.2
2320,USA,KY,Caldwell County,Princeton|Pumpkin Center,Princeton-caldwell County,,,K2M0,37.11513217,-87.85708217,178.0
2321,USA,KY,Webster County,Providence,Providence-webster Co,,,K8M9,37.42476667,-87.73612222,120.4
2322,USA,KY,Madison,Richmond,Central Kentucky Rgnl,ADD/20161229.,,KRGA,37.631533,-84.332442,305.4
2323,USA,KY,Madison County,Richmond|Whites,Madison,,,KI39,37.6308475,-84.33233722,305.4
2324,USA,KY,Logan County,Russellville|Corinth,Russellville-logan County,,,K4M7,36.79991667,-86.81016667,210.6
2325,USA,KY,Nelson County,Samuels Field|Bardstown,Samuels Field,,,KBRY,37.814333,-85.499639,203.6
2326,USA,KY,Pulaski County,Somerset|Bourbon,Pulaski AP,,,KSME,37.053583,-84.615639,282.6
2327,USA,KY,Marion County,Springfield|Barbours Mill Pike (historical),Lebanon-springfield,,,K6I2,37.63347694,-85.24183806,265.5
2328,USA,KY,Powell County,Stanton|North Bend,Stanton,,,KI50,37.85008167,-83.84575194,198.4
2329,USA,KY,Union County,Sturgis,Sturgis Municipal AP | Sturgis AAF,,,KTWT,37.541778,-87.954361,113.4
2330,USA,KY,Taylor County,Taylor County|Arista,Taylor County AP,,,KAAS,37.358278,-85.309417,280.4
2331,USA,KY,Monroe County,Tompkinsville|Grandview,Tompkinsville-Monroe County AP,,,KTZV,36.729028,-85.652389,315.8
2332,USA,KY,Morgan County,West Liberty,West Liberty,,,K9I3,37.91453139,-83.25212111,284.7
2333,USA,KY,Whitley County,Williamsburg,Williamsburg-whitley County,ADD/20130801.,,KBYL,36.795,-84.199528,358.8
2334,USA,KY,Whitley County,Williamsburg|Clio,Williamsburg-whitley County,,,KW38,36.795,-84.19952778,359.1
2335,USA,LA,Vermilion Parish,Abbeville|Grosse Isle,Abbeville Chris Crusta Memorial AP,,,K0R3,29.97577778,-92.08422222,4.9
2336,USA,LA,Vermilion Parish,Abbeville|Grosse Isle,Abbeville Chris Crusta Memorial,ADD/20120209.,,KIYA,29.975778,-92.084222,4.6
2337,USA,LA,Rapides Parish,Alexandria|Green Gables,Esler Field,,,KESF,31.394903,-92.295772,33.8
2338,USA,LA,Rapides Parish,Alexandria|Weil,Alexandria Intl AP,Alexandria Intl AP. New listing.,,KAEX,31.327372,-92.548556,26.8
2339,USA,LA,Bienville Parish,Arcadia,Arcadia-bienville Parish,,,K5F0,32.53070778,-92.95404778,134.1
2340,USA,LA,Morehouse Parish,Bastrop,Morehouse,,,KBQP,32.756083,-91.880583,50.9
2341,USA,LA,East Baton Rouge Parish,Baton Rouge|Liberty Farms,Metropolitan AP | Ryan Field AP | Harding AAF,,,KBTR,30.532917,-91.149889,21.0
2342,USA,LA,Washington Parish,Bogalusa|Mitch (historical),George R Carr Memorial Air Field,,,KBXA,30.813686,-89.864964,36.3
2344,USA,LA,Plaquemines Parish,Boothville,Boothville,,,K1B7,29.35,-89.43,1.0
2345,USA,LA,East Baton Rouge Parish,Boothville,Boothville,,,KBVE,29.35,-89.43,0.9
2346,USA,LA,Plaquemines,Boothville,Boothville,ADD/20180815.,,KLNQ,29.35414,-89.43591,0.9
2347,USA,LA,Saint Landry Parish,Bristol,Kibs Air Park,,,KL89,30.38131056,-92.14595667,15.5
2348,USA,LA,Rapides Parish,Bunkie|Bubenzer,Bunkie Muni,,,K2R6,30.95674722,-92.23409972,18.9
2349,USA,LA,Rapides Parish,Claiborne Range|Woodworth,Claiborne Range AFS,,,K01R,31.13333333,-92.56666667,72.0
2350,USA,LA,Caldwell Parish,Columbia|Bellevue,Columbia,,,KF86,32.12216667,-92.0545,20.1
2351,USA,LA,Red River Parish,Coushatta,The Red River AP,,,K0R7,31.990275,-93.30760833,54.0
2352,USA,LA,Saint Tammany Parish,Covington|Abita Springs,St. Tammany Rgnl,,,KL31,30.44505417,-89.98887889,11.9
2353,USA,LA,Acadia Parish,Crowley|Midland,Le Gros Memorial,,,K3R2,30.16173611,-92.48396111,4.3
2354,USA,LA,Calcasieu Parish,De Quincy|Westwood,De Quincy Industrial Airpark,,,K5R8,30.44117222,-93.47349722,25.0
2355,USA,LA,Beauregard Parish,De Ridder|Holiday Mobile Home Park,Beauregard Parish AP,,,KDRI,30.831722,-93.339917,61.3
2356,USA,LA,Madison Parish,Delhi|County Landing,Delhi Muni,,,K0M9,32.41072222,-91.49852778,27.7
2357,USA,LA,Saint Landry Parish,Eunice,Eunice,,,K4R7,30.46628389,-92.42379917,12.8
2358,USA,LA,Union Parish,Farmerville|Moselys Bluff,Union Parish,,,KF87,32.72495583,-92.33716583,36.9
2359,USA,LA,Vernon Parish,Fort Polk,Fort Polk,,,KPOE,31.044789,-93.191642,100.6
2360,USA,LA,Vernon Parish,Fort Polk|Hicks,Self Strip,,,KDNK,31.1136,-92.9656,114.0
2361,USA,LA,Vernon Parish,Fort Polk|Lacamp,Fullerton Landing Strip,,,KBKB,31.15,-92.9667,94.0
2362,USA,LA,Sabine Parish,Fort Polk|Peason,Peason Ridge Range,,,KAQV,31.394,-93.298,111.3
2363,USA,LA,Washington Parish,Franklinton|Springhill,Franklinton,,,K2R7,30.81944444,-90.1125,53.3
2364,USA,LA,Lafourche Parish,Galliano|J and K Mobile Park,South Lafourche,,,KGAO,29.441111,-90.261111,0.0
2365,USA,LA,Ascension,Gonzales,Louisiana Rgnl,ADD/20170302.,,KREG,30.171367,-90.940386,4.3
2366,USA,LA,Ascension Parish,Gonzales|Rearwood (historical),Louisiana Rgnl,,,KL38,30.17272222,-90.94061111,4.3
2367,USA,LA,Jefferson Parish,Grand Isle,Grand Isle CGS Seaplane Base,,,KGNI,29.26272694,-89.9611825,0.0
2368,USA,LA,Tangipahoa Parish,Hammond|Tallow Wood,Hammond,,,KHDC,30.521686,-90.418381,14.0
2369,USA,LA,Claiborne Parish,Homer|Arizona,Homer Muni,,,K5F4,32.78850806,-93.00366083,74.4
2370,USA,LA,Terrebonne Parish,Houma|Presquille,Terrebonne,,,KHUM,29.566503,-90.660428,2.7
2371,USA,LA,Caddo Parish,Ida,Ida's,,,KL87,33.00430111,-93.89323444,87.2
2372,USA,LA,East Feliciana,Jackson,Feliciana Airpark,ADD/20161229.,,KLA3,30.80778,-91.21333,62.2
2373,USA,LA,Iberia Parish,Jeanerette,Le Maire Memorial,,,K2R1,29.89906944,-91.666,4.3
2374,USA,LA,La Salle Parish,Jena|Webb Quarters,Jena,,,K1R1,31.66735278,-92.15756389,65.8
2375,USA,LA,Jefferson Davis Parish,Jennings|Airport Mobile Home Park,Jennings,,,K3R7,30.24269903,-92.67349928,6.7
2376,USA,LA,Jackson Parish,Jonesboro|Evergreen,Jonesboro,,,KF88,32.20199028,-92.73293028,77.7
2377,USA,LA,Catahoula Parish,Jonesville,Jonesville Muni AP,,,KL32,31.620258,-91.83429206,17.1
2378,USA,LA,Caddo Parish,Keithville|Staples,Bluebird Hill,,,K5F5,32.3446,-93.79989722,54.9
2379,USA,LA,Lafayette Parish,Lafayette|Walroy,Regional,,,KLFT,30.205028,-91.98775,12.5
2380,USA,LA,Calcasieu Parish,Lake Charles|Prairieland,Chennault Intl AP,,,KCWF,30.210583,-93.143194,4.9
2381,USA,LA,Calcasieu Parish,Lake Charles|Prairieland,Regional AP [LCH WSFO],,,KLCH,30.126097,-93.223403,4.3
2382,USA,LA,East Carroll Parish,Lake Providence|Arlington,Byerley,,,K0M8,32.82587917,-91.187665,32.3
2383,USA,LA,Vernon,Leesville,Leesville AP,FAA identifier L39 was assumed by Leesville LA airport according to current FAA documents.,,KL39,31.16819444,-93.34247222,85.6
2384,USA,LA,De Soto Parish,Mansfield|Grand Cane,"C E ""Rusty"" Williams AP | De Soto Parish AF Aux",,,K3F3,32.07345972,-93.76551889,98.8
2385,USA,LA,Sabine Parish,Many|Alford Heights,Hart,,,K3R4,31.5445,-93.48597222,96.9
2386,USA,LA,Avoyelles Parish,Marksville|Cocoville,Marksville Municipal AP,,,KMKV,31.094667,-92.069056,23.8
2387,USA,LA,Saint Landry Parish,Melville,Pete Antie Muni,,,K7L9,30.69433611,-91.74636389,9.1
2388,USA,LA,Webster Parish,Minden|Gilark,Minden-Webster AP,,,KF24,32.64602778,-93.29808333,84.7
2389,USA,LA,Webster Parish,Minden|Gilark,Minden,ADD/20120209.,,KMNE,32.646028,-93.298083,84.7
2390,USA,LA,Ouachita Parish,Monroe|Magenta,Regional AP | Selman Field,Selman Field presumed to be same as Regional Airport.,,KMLU,32.510861,-92.037667,24.1
2391,USA,LA,Natchitoches Parish,Natchitoches|East Natchitoches,Regional AP,,,KIER,31.735719,-93.099136,36.9
2392,USA,LA,Iberia Parish,New Iberia|New Horizon Mobile Home Park,Acadiana Regional AP,,,KARA,30.037758,-91.883897,7.3
2393,USA,LA,Orleans Parish,New Orleans,New Orleans Downtown,ADD/20130801.,,K7N0,29.95268,-90.08273,9.1
2394,USA,LA,Orleans Parish,New Orleans,New Orleans Downtown|Superdome Heliport,,,KVSH,29.95268333,-90.08273333,9.1
2395,USA,LA,Plaquemines Parish,New Orleans|Concession,New Orleans NAS|Alvin Callender NAS,,,KNBG,29.827214,-90.026589,0.6
2396,USA,LA,Jefferson Parish,New Orleans|Kenner,Moisant International AP,,,KMSY,29.993278,-90.259028,0.9
2397,USA,LA,Orleans Parish,New Orleans|Seabrook,Lakefront AP|New Orleans AP|New Orleans AAF,,,KNEW,30.042417,-90.028267,2.1
2398,USA,LA,Pointe Coupee Parish,New Roads|Brooks,False River Regional AP,,,KHZR,30.718333,-91.478667,11.9
2399,USA,LA,West Carroll Parish,Oak Grove,Kelly,,,K9M6,32.84921361,-91.40390611,33.8
2400,USA,LA,Allen Parish,Oakdale|Ward,Allen Parish AP,,,KACP,30.7505,-92.688492,32.6
2401,USA,LA,Caddo Parish,Oil City|Shoreline,Thackers,,,K5F8,32.79141667,-93.95654167,61.6
2402,USA,LA,La Salle Parish,Olla|Standard,Olla,,,KL47,31.89609722,-92.21788333,39.6
2403,USA,LA,Saint Landry Parish,Opelousas,St Landry Parish AP & Ahart Field,,,KOPL,30.558389,-92.099389,22.6
2404,USA,LA,Saint Mary Parish,Patterson|Avalon,Harry P Williams Memorial AP,Dates very approximate.,,KPTN,29.709547,-91.338978,2.4
2405,USA,LA,Rapides Parish,Pineville|Fort Buhlow,Pineville Municipal AP|Alexandria-Pineville AP,Alexandria-Pineville Airport.,,K1R2,31.34219167,-92.44357778,30.5
2406,USA,LA,Rapides Parish,Pineville|Fort Buhlow,Pineville Municipal AP|Alexandria-Pineville AP,,,K2L0,31.34219167,-92.44357778,30.5
2407,USA,LA,Grant Parish,Pollock|Garnett (historical),Pollock Muni,,,KL66,31.47747222,-92.46116667,61.9
2408,USA,LA,Lafourche Parish,Port Fourchon,Port Fourchon Terminal,,,KXPY,29.123,-90.202,25.0
2409,USA,LA,Richland Parish,Rayville,John H Hooks Jr Memorial,,,KM79,32.48541972,-91.77106639,25.0
2410,USA,LA,Saint John the Baptist,Reserve,Port Of South Louisiana Executive Rgnl,ADD/20170302.,,KAPS,30.087472,-90.582833,1.8
2411,USA,LA,Saint John the Baptist Parish,Reserve|Dutch Bayou,St John The Baptist Parish,,,K1L0,30.08700603,-90.58274908,1.8
2412,USA,LA,Jackson Parish,Ruston|Longstraw,Ruston Regional AP,,,KRSN,32.514603,-92.588444,94.5
2413,USA,LA,Saint Mary Parish,Salt Point|Burns,Salt Point,,,KP92,29.5622,-91.5256,1.0
2414,USA,LA,Caddo Parish,Shreveport,Shreveport Downtown AP,,,KDTN,32.540219,-93.745022,54.6
2415,USA,LA,Bossier Parish,Shreveport|Bossier City|Bellaire,Barksdale AFB,,,KBAD,32.501933,-93.662628,50.3
2416,USA,LA,Caddo Parish,Shreveport|Cut-off Junction,Regional AP | Shreveport AP,,,KSHV,32.446611,-93.825611,78.3
2417,USA,LA,Saint Tammany Parish,Slidell|Amos,NWS,,,KLIX,30.33694444,-89.825,9.9
2418,USA,LA,Saint Tammany Parish,Slidell|Royal Estates,Slidell AP,,,KASD,30.346333,-89.820806,8.5
2419,USA,LA,Calcasieu Parish,Southland Field-Sulphur|Moss Lake,Southland Field-Sulphur,,,KUXL,30.131444,-93.376167,3.0
2420,USA,LA,Webster Parish,Springhill|Meadow Creek Subdivision,Springhill AP,,,KSPH,32.983722,-93.409167,66.1
2421,USA,LA,Tensas Parish,St Joseph|Osceola,Tensas Parish,,,KL33,31.97334444,-91.23873333,22.6
2422,USA,LA,Madison Parish,Tallulah|Lums,Scott,,,KM80,32.41630833,-91.14885833,25.6
2423,USA,LA,Madison Parish,Tallulah|Mound,Tallulah Vicksburg AP,,,KTVR,32.351611,-91.027689,25.9
2424,USA,LA,Terrebonne Parish,Thibodaux|Country Hollow,Thibodaux Muni,,,KL83,29.74779194,-90.83289889,2.7
2425,USA,LA,Plaquemines Parish,Venice Phi Heliport|Orchard,Venice Phi Heliport,,,K7LS,29.2619,-89.3636,4.0
2426,USA,LA,Concordia Parish,Vidalia|Scotland (historical),Concordia Parish,,,K0R4,31.56194444,-91.50641667,16.5
2427,USA,LA,Caddo Parish,Vivian,Vivian,,,K3F4,32.86133333,-94.01015361,79.2
2428,USA,LA,Jefferson Davis Parish,Welsh,Welsh,,,K6R1,30.24187361,-92.82931194,5.5
2429,USA,LA,Winn Parish,Winnfield,Winn Parish Medical Center,,,K0L6,31.92321889,-92.64570444,42.7
2430,USA,LA,Winn Parish,Winnfield|Fay (historical),David G Joyce,,,K0R5,31.96366222,-92.66026056,44.5
2431,USA,LA,Franklin Parish,Winnsboro,Winnsboro Muni,,,KF89,32.15300694,-91.69855694,23.8
2432,USA,LA,Rapides Parish,Woodworth|Valde Rouge (historical),Woodworth,,,K1R4,31.12635278,-92.50128889,42.7
2433,USA,MA,Middlesex County,Ayer|Ft. Devens,Ayer AP | Fort Devens AAF | Ayer NAAS | Moore AAF,,,KAYE,42.5702778,-71.6025,86.9
2434,USA,MA,Worcester County,Barre/barre Plains|Wheelwright,Tanner-hiller,,,K8B5,42.35638889,-72.13008333,179.5
2435,USA,MA,Middlesex County,Bedford|West Bedford,Hanscom Field,,,KBED,42.469944,-71.289,40.2
2436,USA,MA,Bristol County,Berkley|Myricks,Myricks,,,K1M8,41.83905556,-71.02647222,22.3
2437,USA,MA,Essex County,Beverly|Danvers,Beverly Municipal AP,,,KBVY,42.584139,-70.916139,32.6
2438,USA,MA,,Boston,FAA New England Regional Office - Message Center,,,KRBN,,,
2439,USA,MA,Suffolk County,Boston|Court Park,Logan/Intl,,,KBOS,42.362944,-71.006389,5.8
2440,USA,MA,Bristol County,Boston|Cranes Station,Taunton/NWS,,,KBOX,41.9558,-71.1375,36.0
2441,USA,MA,Bristol County,Boston|Cranes Station,Northeast/RFC,,,KTAR,41.95,-71.1333,19.0
2442,USA,MA,Bristol County,Boston|Cranes Station,Taunton/WFO,,,KTAW,41.95,-71.1333,19.0
2443,USA,MA,Bristol County,Boston|East Taunton,Taunton,,,KTAN,41.874467,-71.016317,12.5
2444,USA,MA,Barnstable County,Chatham|West Chatham,Chatham Muni AP,,,KCQX,41.688306,-69.989639,19.2
2445,USA,MA,Dukes County,Edgartown|Katama,Katama Airpark,,,K1B2,41.35845056,-70.52447056,5.5
2446,USA,MA,Barnstable County,Falmouth|Camp Edwards,Otis ANGB | Otis Field | Camp Edwards | Cape Cod Coast Guard Air Station,,,KFMH,41.659139,-70.522806,39.6
2447,USA,MA,Barnstable County,Falmouth|Kingdom Hall,Falmouth Airpark,,,K5B6,41.58558333,-70.54036111,12.5
2448,USA,MA,Worcester County,Fitchburg|West Leominster,Fitchburg,,,KFIT,42.554111,-71.758972,105.8
2449,USA,MA,Worcester County,Gardner|Olde English Village,Gardner Municipal AP,,,KGDM,42.549889,-72.016028,290.8
2450,USA,MA,Berkshire County,Great Barrington|Egremont Plain,Walter J. Koladza AP,,,KGBR,42.1842,-73.403253,225.2
2451,USA,MA,Plymouth County,Halifax|Camp Ousamequin,Monponsett Pond,,,KMA6,42.00982389,-70.84309583,15.8
2452,USA,MA,Plymouth County,Hanson|Breezy Hill,Cranland,,,K28M,42.02513889,-70.83811111,21.6
2453,USA,MA,Worcester County,Hopedale|South Milford,Hopedale Industrial Park,,,K1B6,42.10648583,-71.51009,82.0
2454,USA,MA,Barnstable County,Hyannis,Barnstable,,,KHYA,41.669333,-70.280361,16.5
2455,USA,MA,Dukes County,Lawrence|Suttons Mills,Lawrence Muni AP,,,KLWM,42.717086,-71.123556,44.8
2456,USA,MA,Bristol County,Mansfield|Norton Grove,Mansfield Muni,,,K1B9,42.00013306,-71.19677139,37.2
2457,USA,MA,Middlesex County,Marlboro|Marlborough Junction,Marlboro,,,K9B1,42.34316667,-71.509,86.9
2458,USA,MA,Plymouth County,Marshfield Municipal Airport|Fieldston,Marshfield Municipal Airport Muni AP,,,KGHG,42.0975,-70.673019,2.4
2459,USA,MA,Barnstable County,Marston Mills|Pondsville,Cape Cod,,,K2B1,41.68527778,-70.40225,31.4
2460,USA,MA,Dukes County,Marthas Vineyard|Tississa,Marthas Vineyard AP,,,KMVY,41.393422,-70.613883,20.1
2461,USA,MA,Norfolk County,Milton|East Milton|Readville Manor,Blue Hill Observatory,,,KMQE,42.217,-71.117,107.0
2462,USA,MA,Franklin County,Montague|Millers Falls,Turners Falls,,,K0B5,42.59136361,-72.52275472,109.1
2463,USA,MA,Nantucket County,Nantucket|Surfside,Memorial,,,KACK,41.252975,-70.059911,14.3
2464,USA,MA,Bristol County,New Bedford|Plainville,New Bedford Muni AP,,,KEWB,41.676567,-70.957836,24.1
2465,USA,MA,Essex County,Newburyport|Plumbush,Plum Island,,,K2B2,42.79536111,-70.83944444,3.4
2466,USA,MA,Berkshire County,North Adams|Blackinton,Harriman-and-West AP,,,KAQW,42.696253,-73.170553,199.0
2467,USA,MA,Clinton County,North Adams|Powderlick,North Adams,,,K2B6,39.43756194,-83.70825611,332.2
2468,USA,MA,Hampshire County,Northampton|Hadley,Northampton,,,K7B2,42.32816806,-72.61151667,36.9
2469,USA,MA,Norfolk County,Norwood,Memorial,,,KOWD,42.190528,-71.172944,14.9
2470,USA,MA,Worcester County,Orange|Partridgeville,Orange,,,KORE,42.57,-72.2885,169.2
2471,USA,MA,Berkshire County,Pittsfield|Barkerville,Municipal AP | Pittsfield Intermediate Field,,,KPSF,42.427619,-73.290839,362.1
2472,USA,MA,Plymouth County,Plymouth|Pinehurst Mobile Home Village,Plymouth Muni AP,,,KPYM,41.908617,-70.727686,45.1
2473,USA,MA,Barnstable County,Provincetown,Provincetown Muni AP,,,KPVC,42.072278,-70.220722,2.1
2474,USA,MA,Plymouth County,South Weymouth|Southfield,South Weymouth NAS,,,KNZW,42.15,-70.9333,47.9
2475,USA,MA,Worcester County,Southbridge,Southbridge Muni,,,K3B0,42.10111111,-72.03883333,212.8
2476,USA,MA,Worcester County,Spencer|Lambs Grove,Spencer,,,K60M,42.2905,-71.96469444,317.6
2477,USA,MA,Hampden County,Springfield|Chicopee|Freeman Knoll,Westover AFB,,,KCEF,42.194014,-72.534783,73.5
2478,USA,MA,Worcester County,Sterling|Moores Corners,Sterling,,,K3B3,42.42591667,-71.79286111,139.9
2479,USA,MA,Middlesex County,Stow,Minute Man Air Field,,,K6B6,42.46116111,-71.51867917,85.3
2480,USA,MA,Hampden County,Westfield|Owen District,Barnes AP,,,KBAF,42.157944,-72.715861,82.3
2481,USA,MA,Worcester County,Worcester|West Tatnuck,Worcester AP,,,KORH,42.267139,-71.875611,307.5
2482,USA,MD,Harford County,Aberdeen Proving Ground|Wrights Trailer Village,Phillips AAF | Phillips Field,,,KAPG,39.466219,-76.168808,13.4
2483,USA,MD,Anne Arundel County,Aberdeen|Valentine Creek,Proving Grounds,,,KQAH,39.05,-76.58,5.0
2484,USA,MD,Anne Arundel County,Annapolis|Naval Academy,US Naval Academy,,,KNAK,38.9833,-76.4833,2.4
2485,USA,MD,Anne Arundel County,Annapolis|South Down Shores,Lee AP,,,KANP,38.942878,-76.5684,10.4
2486,USA,MD,City of Baltimore,Baltimore,Science Center/Inner Harbor,,,KDMH,39.2833,-76.6167,6.1
2487,USA,MD,Baltimore County,Baltimore|Airport Beach (historical),Essex Skypark,,,KW48,39.26242083,-76.4321125,4.3
2488,USA,MD,City of Baltimore,Baltimore|Canton,Pier 7,,,K4MD,39.27222222,-76.57166667,4.9
2489,USA,MD,Anne Arundel County,Baltimore|McPherson,International AP|Friendship International AP,,,KBWI,39.175728,-76.668992,43.6
2490,USA,MD,Baltimore County,Baltimore|Stansbury Estates,Martin State AP,,,KMTN,39.325667,-76.413778,6.4
2491,USA,MD,Dorchester County,Cambridge|Thompson,Cambridge,,,KCGE,38.539333,-76.030389,5.8
2492,USA,MD,Frederick County,Camp David|Flint,Camp David,,,KRSP,39.6459,-77.4685,563.0
2493,USA,MD,Prince Georges County,Camp Springs|Suitland|Andrews AFB,Joint Base Andrews Naval Air Facility|Andrews AFB|Washington DC NAF,,,KADW,38.810825,-76.867047,85.0
2494,USA,MD,Prince Georges County,Camp Springs|Suitland|Andrews AFB,Joint Base Andrews Naval Air Facility|Andrews AFB|Washington DC NAF,Washington DC NAF.,,KNSF,38.81083333,-76.867,85.3
2495,USA,MD,Harford County,Churchville|Aldino,Harford County,,,K0W3,39.56683778,-76.20240278,125.6
2496,USA,MD,Prince Georges County,Clinton|Tippett,Washington Executive AP | Hyde Field,,,KW32,38.74826139,-76.93281694,75.6
2497,USA,MD,Prince Georges County,College Park|Lakeland,College Park,,,KCGS,38.980583,-76.922306,14.6
2498,USA,MD,Somerset County,Crisfield|Hearts Ease,Crisfield Muni,,,KW41,38.0175875,-75.82779278,1.2
2499,USA,MD,Allegany County,Cumberland|Mexico,Mexico Farms,,,K1W3,39.60525,-78.76088889,185.0
2500,USA,MD,Mineral County,Cumberland|Wiley Ford,Greater Cumberland Regional AP [Mexico Farms AP],Colocation with Mexico Farms Airport is suspected but not verified.,,KCBE,39.615306,-78.761478,236.2
2501,USA,MD,Talbot County,Easton|North Easton,Newman,,,KESN,38.804167,-76.069,21.9
2502,USA,MD,Harford County,Edgewood|Martin Manor,Weide AHP & Aberdeen Proving Ground|Arsenal Field,,,KEDG,39.391875,-76.291125,6.4
2503,USA,MD,Carroll County,Eldersburg|The Hemlocks,Hoby Wolf,,,K1W5,39.40794444,-76.92755556,182.9
2504,USA,MD,Cecil County,Elkton|Arundel,Cecil County,,,K58M,39.57419444,-75.86977778,32.3
2505,USA,MD,Harford County,Fallston|Laurelvale,Fallston,,,KW42,39.50133333,-76.41133333,140.2
2506,USA,MD,Anne Arundel County,Fort Meade|Ft Meade|Portland Station (historical),Tipton AAF,,,KFME,39.085386,-76.759414,45.7
2507,USA,MD,Frederick County,Frederick|Olacin,Frederick,,,KFDK,39.417556,-77.374306,93.9
2508,USA,MD,Prince Georges County,Friendly|Belleair Estates,Potomac Airfield,,,KVKX,38.748642,-76.955922,35.7
2509,USA,MD,Montgomery County,Gaithersburg|Flower Hill,Montgomery County AP,,,KGAI,39.168333,-77.166,164.0
2510,USA,MD,Washington County,Hagerstown|Fortney Mobile Home Park,Hagerstown Regional AP | Hagerstown AP,,,KHGR,39.7085,-77.7265,214.3
2511,USA,MD,Cecil County,Havre De Grace|Perry Point,Havre De Grace,,,KM06,39.54150222,-76.06967167,0.0
2512,USA,MD,Charles County,Indian Head|Pomonkey,Maryland,,,K2W5,38.60053667,-77.07296917,53.3
2513,USA,MD,Anne Arundel County,Laurel|Barbersville Trailer Park,Suburban,,,KW18,39.07694333,-76.82797639,45.1
2514,USA,MD,Montgomery County,Laytonsville|Seneca Upland,Davis,,,KW50,39.24355556,-77.15033333,185.6
2515,USA,MD,Saint Mary's County,Leonardtown|Wildewood,St. Mary's (DUKE)*,,,K2W6,38.31536111,-76.55011111,43.0
2516,USA,MD,Kent County,Massey,Massey Aerodrome,,,KMD1,39.29936111,-75.79938889,22.3
2517,USA,MD,Prince Georges County,Mitchellville|Fairwood,Freeway,,,KW00,38.94135194,-76.77238306,51.2
2518,USA,MD,Garrett County,Oakland|McHenry,Garrett County AP,,,K2G4,39.58081292,-79.33593667,894.0
2519,USA,MD,Worcester County,Ocean City|Morris Mobile Home Park,Ocean City Muni AP,,,KOXB,38.310444,-75.123972,3.4
2520,USA,MD,Saint Mary's County,Patuxent River|Cedar Cove,NAS,,,KNHK,38.286331,-76.409967,11.6
2521,USA,MD,Caroline County,Ridgely|Oakland Acres,Ridgely,,,KRJD,38.970114,-75.866325,19.5
2522,USA,MD,Wicomico County,Salisbury|Bennett Park,Bennett,,,K1N5,38.41266667,-75.61686111,14.0
2523,USA,MD,Wicomico County,Salisbury|Quail Ridge,Regional,,,KSBY,38.340189,-75.509478,15.8
2524,USA,MD,Saint Mary's County,St Inigoes|Saint Inigoes Shores,Webster F,,,KNUI,38.146,-76.428472,6.4
2525,USA,MD,Loudoun County,Sterling|Moorefield Station,Weather Station,,,KLWX,38.9833,-77.4833,85.0
2526,USA,MD,Queen Anne's County,Stevensville|Craney Creek Estates,Kentmorr Airpark,,,K3W3,38.91811111,-76.35883333,3.0
